"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ENSMUSG00000056763"	1150.45879025001	-0.155515843864059	0.118561575776238	-1.31168840196224	0.189625291614731	0.779010159766424
"ENSMUSG00000067851"	4081.66206867398	-0.264349097400422	0.123447682763143	-2.14138565814657	0.0322429505342972	0.486777617307653
"ENSMUSG00000048960"	291.80188369123	-0.53093303127291	0.198529610527022	-2.67432666524394	0.0074879473733631	0.271625290968746
"ENSMUSG00000016918"	80.2762056856644	0.0734645195307676	0.272959623220108	0.269140610117005	0.787821480632535	0.974717005449456
"ENSMUSG00000005886"	1725.37932555976	-0.11482040103636	0.194295341645249	-0.590958074774651	0.554548512489669	0.938945396549544
"ENSMUSG00000103085"	5.25494563033432	0.312871750804411	1.15724515364964	0.270359093591965	0.786884007208365	0.974717005449456
"ENSMUSG00000025935"	3106.14473551304	-0.0616688265823577	0.111315039050433	-0.55400264967268	0.579577032366352	0.946501152463227
"ENSMUSG00000025937"	15189.2820486107	-0.028597134965275	0.0922999606613188	-0.309828246516897	0.756691570234056	0.973141498294398
"ENSMUSG00000102982"	82.1061480008675	0.234705875097165	0.307653469008975	0.762890390455237	0.445528767624118	0.909976176172567
"ENSMUSG00000067813"	12.3104133536147	-0.532248557511002	0.660573824678562	-0.805736675639542	0.420394697604094	0.899578474539735
"ENSMUSG00000097711"	17.9723839957044	-0.692730230440841	0.530960210996038	-1.30467446730394	0.192003719241363	0.780346735009942
"ENSMUSG00000073737"	8.72687587802181	-0.217353324053568	0.76509711645877	-0.284085927626524	0.776344531011017	0.973679904331551
"ENSMUSG00000025925"	236.037156831337	0.0444772383733126	0.178429559642482	0.249270571885238	0.803151493211385	0.97800001972181
"ENSMUSG00000104379"	8.5468988575558	-0.176828619732545	0.791373441756286	-0.223445228765968	0.823189006543506	0.978147210101164
"ENSMUSG00000032719"	17.8510357304046	-0.813885140030044	0.677127515627335	-1.20196731228092	0.229376192878655	0.809885527004737
"ENSMUSG00000067795"	5.62903616453397	0.258880375103207	1.04172404243663	0.248511471903515	0.803738695133932	0.978147210101164
"ENSMUSG00000043716"	6780.2584154551	0.0315641273905349	0.123783226815671	0.254995189594935	0.798726814600436	0.976919871861674
"ENSMUSG00000025921"	1072.07497018046	-0.210786638813045	0.126354650579236	-1.66821433043228	0.0952731871238548	0.660568136295493
"ENSMUSG00000025920"	731.943198069543	0.0523060535332676	0.130055464851114	0.402182665627676	0.687549598476793	0.966934660973179
"ENSMUSG00000025939"	911.124203515698	-0.0935243720468871	0.113778734951006	-0.821984636119914	0.411085641119584	0.897307657411834
"ENSMUSG00000079658"	926.686553860219	-0.0779921927861264	0.135072389712975	-0.577410327542568	0.563662299260821	0.941310494888395
"ENSMUSG00000025940"	1289.78051087787	-0.0928459829587028	0.127639632799343	-0.727407161258933	0.466976568861723	0.91363178860644
"ENSMUSG00000025779"	54.3459342649396	0.234177711356009	0.3045309175863	0.76897844465873	0.441906106884258	0.908770485281572
"ENSMUSG00000091020"	31.3331041315896	-0.646510835996921	0.461478490291692	-1.40095551493261	0.161227376150743	0.753019769156296
"ENSMUSG00000042686"	51.5936678402877	0.0899793793492801	0.332520666331879	0.270597855892284	0.786700345074588	0.974717005449456
"ENSMUSG00000067780"	44.846151752685	-0.514089684998632	0.448223115417813	-1.14695040776605	0.251402117682276	0.822049516072073
"ENSMUSG00000025776"	42.8521019605908	-0.477426982975982	0.374349807471063	-1.27534988251032	0.202185429222001	0.790225071518177
"ENSMUSG00000025927"	1873.12261266883	-0.331037613958806	0.161739567972259	-2.04673239893645	0.0406843663074186	0.517956872035013
"ENSMUSG00000043760"	5986.31130365992	-0.241820909606754	0.171334209526755	-1.41139886934834	0.158127036172677	0.748181509195287
"ENSMUSG00000104095"	13.4996521897597	0.043680433804201	0.740708502139348	0.0589711521847545	0.952975085332706	0.994736657623229
"ENSMUSG00000041872"	38.6618314109782	-0.158044304784543	0.416687651154942	-0.379287229526692	0.70447458181929	0.968139716093755
"ENSMUSG00000041859"	109.921716355862	-0.0915876016096922	0.306776359198265	-0.298548433944027	0.765284615562582	0.973141498294398
"ENSMUSG00000025931"	42.1107571126863	-0.284862758034854	0.364165091435321	-0.782235213463473	0.434076353381969	0.90611352890468
"ENSMUSG00000041809"	23.7867337805673	-0.99032676083587	0.509154647973904	-1.94504118694921	0.0517700214245846	0.552838019635402
"ENSMUSG00000041779"	349.265873637348	0.25339773345801	0.170356036164535	1.48745967071733	0.136893447132209	0.713643345298162
"ENSMUSG00000100819"	14.2197787980248	0.278483775543025	0.563829525175316	0.493914850337846	0.62136631629435	0.953917189465329
"ENSMUSG00000025933"	120.280769867511	0.0280073503479704	0.240751672609932	0.116332941924554	0.907388678964151	0.989567421707289
"ENSMUSG00000025934"	1959.2166626391	-0.256072647889002	0.112765814036107	-2.27083580318951	0.0231569196714663	0.444551582491259
"ENSMUSG00000025936"	40.1382907562023	-0.127582002417911	0.400993002856206	-0.318165158766277	0.750359659868212	0.972440711958055
"ENSMUSG00000082935"	50.8947805852367	1.64928136702159	0.532412146317421	3.09775308176066	0.00194993821187607	0.143258751667452
"ENSMUSG00000097970"	29.8195344876604	0.663642854373119	0.417537176255418	1.58942219307234	0.111965107420443	0.677863856190805
"ENSMUSG00000026158"	432.190227940621	-0.265858760360287	0.204684899818134	-1.29886845877007	0.193989075726349	0.782064780399906
"ENSMUSG00000026156"	2117.46435141771	0.367526789535257	0.182544741223416	2.01335183403308	0.0440776289219892	0.529636575185385
"ENSMUSG00000026155"	351.207717304479	-0.0830708264561432	0.159023185139152	-0.522381855095235	0.601404486984852	0.95337154408104
"ENSMUSG00000026154"	270.794488137026	-0.0697285488445189	0.182402296625098	-0.382278897440836	0.702254505617381	0.968116971756685
"ENSMUSG00000026153"	747.926518957593	-0.186401057240351	0.125448526375634	-1.48587681837095	0.1373117063255	0.7141193042233
"ENSMUSG00000101939"	197.372870039228	-0.438658330210847	0.325143959660254	-1.34912034247601	0.177298315246625	0.767659147544411
"ENSMUSG00000101111"	6.76174517292885	0.71085812965329	0.824691826576032	0.861968200418139	0.388705017003188	0.888912302016227
"ENSMUSG00000102070"	6.23285847334462	0.771347206642784	0.892585339665712	0.864171942294801	0.387493442943137	0.8879808916084
"ENSMUSG00000101249"	88.575398658849	0.929423285696597	0.29393270476081	3.16202746629682	0.00156674785847023	0.125715270560754
"ENSMUSG00000073725"	1934.9608001079	-0.146080798835734	0.129928365538978	-1.12431799037686	0.260878148972892	0.826442757465766
"ENSMUSG00000033569"	26.7523405783798	0.759292547104167	0.533208605711928	1.4240065501013	0.154444575974225	0.742459678868915
"ENSMUSG00000101514"	88.601976759961	0.138953360291027	0.268281044594646	0.517939537998205	0.604500454866337	0.953488714569495
"ENSMUSG00000048874"	2164.09330683454	-0.148736619771239	0.12373814744051	-1.20202720703207	0.229352987158289	0.809885527004737
"ENSMUSG00000026064"	270.455460328544	-0.232295309731247	0.193596543755985	-1.19989388872582	0.230180553726644	0.809885527004737
"ENSMUSG00000070960"	11.4803251556025	2.01213833800602	0.735465345672026	2.73587103708802	0.0062215403178776	0.259782877733536
"ENSMUSG00000100481"	13.701327422207	-4.5911047425508	1.00726803452707	-4.55797720683789	5.1648640923803e-06	0.0026450180463684
"ENSMUSG00000026134"	138.640675537256	-0.141637836807332	0.227800430100726	-0.621762815569331	0.534097840311226	0.93401098579692
"ENSMUSG00000103746"	15.283976458283	0.532693628617252	0.555159975076105	0.959531761172492	0.337290927200969	0.86960363584094
"ENSMUSG00000004768"	498.223653299653	0.125463615671517	0.128769513360199	0.97432701574763	0.329894194872655	0.866311530924365
"ENSMUSG00000042215"	232.314894077115	-0.129348062234168	0.179067048856727	-0.722344300975554	0.47008282232166	0.914472720133245
"ENSMUSG00000042197"	639.6268367191	-0.251026725353811	0.130718633291444	-1.92035916405379	0.0548125479142708	0.558447547584829
"ENSMUSG00000026131"	14088.7671882932	-0.1588435120583	0.162191159382129	-0.979359865626573	0.327402200244633	0.864159375513708
"ENSMUSG00000096992"	7.92887921038145	0.0838240128676873	0.753494078386195	0.111247075819386	0.911420422175165	0.990214056977734
"ENSMUSG00000104475"	102.672830137943	-0.66696413987871	0.337264100142071	-1.97757229304202	0.0479769775123412	0.545640191015601
"ENSMUSG00000102336"	15.115215066736	-0.607919423266388	0.687794148460455	-0.883868268764926	0.37676732814429	0.883792472429222
"ENSMUSG00000042111"	349.435457140845	0.110193734370907	0.15850873575683	0.695190292476731	0.48693605512217	0.918538885154052
"ENSMUSG00000026127"	1136.62654466569	-0.081823136558198	0.114764148129603	-0.7129677507456	0.475865713150635	0.914891595011619
"ENSMUSG00000026126"	400.600898338333	-0.0637803594516971	0.152497658274274	-0.418238287547899	0.675772904874156	0.96524496402122
"ENSMUSG00000100280"	62.7072282925188	-0.133584160506621	0.333780267598721	-0.40021587096101	0.688997525986787	0.96705568425136
"ENSMUSG00000037509"	57.6849790748064	-0.213972877822197	0.323316234903195	-0.661806784575055	0.50809505747282	0.926989944724776
"ENSMUSG00000104002"	15.432801971432	-0.666127573118101	0.562372459145562	-1.18449536830125	0.23621702866572	0.812526847713852
"ENSMUSG00000037503"	2646.21280640449	-0.024333310390161	0.136407962164201	-0.178386290683455	0.858419615080199	0.983596957036949
"ENSMUSG00000104358"	8.43418165172233	-0.0266434540872807	0.755097147729932	-0.0352848029785036	0.971852641251835	0.996226742083441
"ENSMUSG00000026123"	6086.98082984507	-0.00564846547629618	0.165193551251424	-0.0341930143973917	0.972723236988745	0.996226742083441
"ENSMUSG00000045216"	4225.86118495968	0.0227731666344942	0.108539990789712	0.209813603896608	0.833813155012287	0.980119669592382
"ENSMUSG00000102202"	19.7221739769953	0.3223292678295	0.557968331731389	0.577683803002411	0.563477616373729	0.941309820234037
"ENSMUSG00000037470"	1825.11902978247	-0.130579921774169	0.125107328608295	-1.04374318616465	0.296604223463321	0.845293210512545
"ENSMUSG00000047180"	155.99449697269	0.108687019533277	0.274915340499442	0.395347234300655	0.692586644689081	0.96705568425136
"ENSMUSG00000037447"	63.5016631989146	0.150344209139209	0.298788953583475	0.503178605956081	0.614838704937667	0.953801211395718
"ENSMUSG00000010453"	3311.79733995178	0.163837051184032	0.125585132364888	1.30458954892847	0.192032648885432	0.780346735009942
"ENSMUSG00000037432"	239.871016101024	0.0291394580616842	0.190290589277262	0.153131366991705	0.878294680300905	0.9860165881385
"ENSMUSG00000001143"	1298.7487336079	-0.0533333325310691	0.11281593533569	-0.472746446433943	0.636394085477047	0.956480134078244
"ENSMUSG00000037408"	877.222398947604	0.274282690450942	0.14529881182697	1.88771461378207	0.0590642734179141	0.565145236717694
"ENSMUSG00000001138"	913.052462545804	0.24991638081347	0.123271725297978	2.02736175071259	0.0426254306183175	0.524570565825198
"ENSMUSG00000067653"	29.5040536417147	-0.352507582902246	0.409747938136043	-0.860303494157442	0.389621767281576	0.888912302016227
"ENSMUSG00000079610"	152.984581228349	-0.0477616536007889	0.192774688438282	-0.247758945885056	0.80432092111519	0.978147210101164
"ENSMUSG00000026121"	307.605042383644	-0.098702671410488	0.195974978721026	-0.503649353885085	0.614507804151409	0.953801211395718
"ENSMUSG00000087589"	26.1508395541335	0.302232340475054	0.441909080151049	0.683924259650306	0.494022994099146	0.921714043465075
"ENSMUSG00000061518"	8704.72630500963	0.116270755003858	0.117727355453002	0.987627340786355	0.323335191074695	0.863199363893722
"ENSMUSG00000037351"	3470.45953225741	0.155959081355113	0.100370899814802	1.55382766960223	0.120225528548475	0.693548844057463
"ENSMUSG00000026117"	8.93502955786091	-0.0779206895296101	0.797737257072895	-0.0976771347191698	0.922188672568992	0.990965242016524
"ENSMUSG00000026116"	2093.75395811176	-0.132271652244681	0.107446814256478	-1.2310430342676	0.21830676944812	0.801152406592111
"ENSMUSG00000026113"	373.249022033595	-0.130203998077627	0.153897968780109	-0.846041043359474	0.397529848269005	0.890033395661554
"ENSMUSG00000026112"	3454.82742308501	-0.0646859707645849	0.126308073329259	-0.512128552511146	0.608561042722537	0.9537476945046
"ENSMUSG00000026111"	682.801221559132	0.011820817833338	0.12921026850472	0.0914851270733659	0.92710712355171	0.991632731450481
"ENSMUSG00000026110"	1522.18550569528	-0.0352817356530679	0.152426267194335	-0.231467556757035	0.816951587062275	0.978147210101164
"ENSMUSG00000026090"	26.5943515703226	0.145456313675968	0.480665605148369	0.302614358335603	0.762183770879887	0.973141498294398
"ENSMUSG00000060771"	157.140444884403	-0.290734882583215	0.199063670550741	-1.46051201496913	0.144149407871131	0.724366375137701
"ENSMUSG00000037216"	143.129384021773	0.0254485906395066	0.199773501268326	0.127387218414544	0.898633932051026	0.989353819166947
"ENSMUSG00000026088"	203.05742511789	-0.174234388817186	0.205555750122174	-0.847625954095804	0.396646315397194	0.88992325827731
"ENSMUSG00000026087"	1286.50793080902	-0.0074693188493153	0.147026846525182	-0.0508024148367759	0.95948296660241	0.995976953289685
"ENSMUSG00000058407"	1165.69943696688	-0.122679399916485	0.127846029263766	-0.959587095688193	0.337263066186897	0.86960363584094
"ENSMUSG00000026083"	2901.51583312937	0.0828957445962308	0.137261876794191	0.60392402123806	0.545894157531395	0.937029123785463
"ENSMUSG00000026082"	285.741003435395	-0.0313332906324544	0.158310483945646	-0.19792302980523	0.843105285417223	0.980669531050724
"ENSMUSG00000037138"	40.6124097164906	1.60145745115966	0.593106513628372	2.70011779395683	0.00693149295016038	0.263308272265415
"ENSMUSG00000026080"	7.27153688837768	-0.584665850386417	0.782754201034353	-0.746934158403524	0.455103305695599	0.91274523534275
"ENSMUSG00000026078"	900.910511726332	-0.0239552060116733	0.135219297975936	-0.177158189476302	0.859384136097887	0.983662693173979
"ENSMUSG00000103046"	33.6914251484807	-0.266848077875974	0.388870198412154	-0.686213751955217	0.492578327089048	0.921600636859184
"ENSMUSG00000026077"	192.014344065901	-0.770983568175416	0.347534547184771	-2.21843720119575	0.0265250369791064	0.460776018666802
"ENSMUSG00000073702"	2184.41349147552	0.00294234473608366	0.157902241990804	0.0186339642742692	0.985133107962488	0.998874398584515
"ENSMUSG00000003134"	204.830447592664	0.15446273248923	0.194749040647514	0.793137321630249	0.427697820468924	0.902590916980709
"ENSMUSG00000003135"	1037.12711311775	0.00702346517720778	0.15103261141669	0.0465029711883246	0.962909365984361	0.996226742083441
"ENSMUSG00000085894"	64.5921679520222	0.539949433156988	0.397241421737618	1.35924755982177	0.174068155123069	0.765949529620035
"ENSMUSG00000048234"	1089.57749060031	-0.00250473889628443	0.196901725838137	-0.0127207564363527	0.98985057856435	0.999320885245748
"ENSMUSG00000026074"	1051.1918428598	-0.0567661374434909	0.118795634617541	-0.477846998555527	0.632759107275849	0.956480134078244
"ENSMUSG00000026072"	264.121299049295	-0.526347497157916	0.194828891189543	-2.70158852695953	0.00690091064697832	0.263308272265415
"ENSMUSG00000070942"	40.126598596112	0.0724410131917112	0.421263240084926	0.171961392067125	0.863467881463477	0.983726010825319
"ENSMUSG00000026069"	12.5655911367326	-0.358961792442216	0.777418024961284	-0.461735875573625	0.644270740672401	0.956830291431704
"ENSMUSG00000026070"	40.7472866267137	-0.347995015602216	0.467170155895481	-0.744899928239578	0.456332218528218	0.913083956448325
"ENSMUSG00000026068"	11.6534320766849	-0.499176386041454	0.751346873247153	-0.664375408769755	0.50645006795041	0.926662430860143
"ENSMUSG00000026065"	61.6905718424454	-0.522171210672323	0.347274266020287	-1.50362771378464	0.13267725116194	0.709848373287912
"ENSMUSG00000026062"	1520.55833475367	-0.135246349227743	0.151537555656238	-0.892493934206964	0.372128242576356	0.881444287816556
"ENSMUSG00000103679"	9.61213812725551	0.402519354598448	0.783433473639095	0.513788813144174	0.607399650060801	0.9537476945046
"ENSMUSG00000103270"	12.9550017092907	-0.047347129862469	0.592708029791332	-0.0798827204671716	0.936330532974837	0.992397697944334
"ENSMUSG00000041945"	147.25136025085	-0.303374388566881	0.294115163801478	-1.03148163000413	0.302315018358662	0.849821145022241
"ENSMUSG00000079588"	22.1016305078666	-0.181669495372641	0.507650265460923	-0.357863489360521	0.720445474919854	0.970027575727227
"ENSMUSG00000060424"	306.1932904418	0.0464281499108952	0.174523835637021	0.26602755859353	0.790217984836347	0.974819841691304
"ENSMUSG00000093436"	33.4397404556064	0.476183912373257	0.463015532894238	1.02844047022938	0.303742679780041	0.850694473271685
"ENSMUSG00000045515"	5155.00902133107	0.180786161753533	0.173562206025482	1.04162170955	0.297587099457411	0.84589383358231
"ENSMUSG00000097063"	225.004164075948	-0.00993077209278271	0.20030214111197	-0.0495789612514994	0.960457912498923	0.996149047537973
"ENSMUSG00000060679"	1236.2854512673	0.0345907914316635	0.128829830284727	0.268499860282471	0.788314582400713	0.974717005449456
"ENSMUSG00000070939"	1944.55535250903	0.136564213952826	0.126948077674782	1.07574857732528	0.282039715702419	0.837668111308981
"ENSMUSG00000041878"	16.1779439408585	0.56655723457167	0.566794435608314	0.999581504295488	0.317513077658998	0.858768274572585
"ENSMUSG00000010290"	391.819648880524	-0.0952357687116291	0.165342618525224	-0.575990446752844	0.564621638849426	0.941336160337569
"ENSMUSG00000008136"	261.291545552903	-0.321250360562524	0.273553743556705	-1.1743592187249	0.240251172727882	0.816315587942412
"ENSMUSG00000094497"	21.7965106134463	0.777620284992083	0.487747204067205	1.59431008216489	0.110866600616935	0.67615035024241
"ENSMUSG00000066877"	523.712920182482	0.065760420395897	0.142314870662644	0.46207694311708	0.64402614405101	0.956830291431704
"ENSMUSG00000103945"	6.51610850195527	-0.934263827829956	0.936077619039684	-0.998062349560724	0.318249125700136	0.858937409868299
"ENSMUSG00000026051"	16.0639230000215	0.0713341767269584	0.670542494778298	0.10638278301891	0.915278652715078	0.990357438545546
"ENSMUSG00000100480"	7.49098010758883	0.165155742246588	0.824229429717622	0.200375934529746	0.841186579278862	0.980601325005352
"ENSMUSG00000057363"	1379.05956980569	0.153119730322445	0.126256416342237	1.21276791119582	0.225218567100622	0.809225276590184
"ENSMUSG00000041763"	917.883755311525	-0.259233928210475	0.119417226990203	-2.17082522132039	0.0299443866615009	0.478424815693624
"ENSMUSG00000026049"	58.854287489733	-0.211656803671135	0.312023347672085	-0.678336429790412	0.497558405494108	0.923659666505954
"ENSMUSG00000026047"	327.793860219297	-0.0432273233283466	0.147700052013049	-0.292669655421161	0.769774666227622	0.973141498294398
"ENSMUSG00000041684"	574.752883520462	-0.207031823238725	0.166653612942825	-1.24228823835792	0.214130233330283	0.79980425081852
"ENSMUSG00000026048"	640.875151618755	-0.0253724066292984	0.131408369505519	-0.193080598479177	0.846895846922991	0.981280729260075
"ENSMUSG00000056870"	111.451089235795	-0.541548921886233	0.246834977429344	-2.19397156564349	0.0282374537799641	0.471133283216382
"ENSMUSG00000026043"	1327.55582135492	-0.948500278173552	0.580706870929148	-1.63335466765861	0.102394425367311	0.664077637733616
"ENSMUSG00000026042"	170.166057062003	-0.175371912856824	0.328664875427104	-0.533588849824389	0.593626024305892	0.951339410516819
"ENSMUSG00000025995"	379.267433355639	-0.306024327623187	0.156974525124598	-1.9495158681339	0.0512338496797621	0.551009135654118
"ENSMUSG00000084817"	8.07212063957373	0.544459069973706	0.939407297123012	0.579577220276171	0.562199758434253	0.940709417053356
"ENSMUSG00000099381"	6.30995360942548	0.231423778028505	0.902495283928973	0.25642657878611	0.797621466869065	0.976602125097948
"ENSMUSG00000025993"	1921.25556528971	0.0439745711260413	0.15965911409314	0.275427878801758	0.782987527859173	0.974717005449456
"ENSMUSG00000041144"	112.769086645484	-0.0741904752176814	0.242300180896734	-0.306192405400228	0.759458154511436	0.973141498294398
"ENSMUSG00000025986"	567.08698034066	-0.336619993252897	0.171515225515204	-1.96262455558535	0.0496898152965942	0.547811544500601
"ENSMUSG00000100213"	71.9500222262227	-0.0210310197341182	0.263752740231203	-0.0797376350125598	0.936445926324659	0.992397697944334
"ENSMUSG00000045954"	894.247968498716	-0.216915615739596	0.155546635588777	-1.39453749622114	0.163155354748526	0.755840665495903
"ENSMUSG00000026107"	2107.87499455387	-0.360953264622105	0.158483562668443	-2.27754385719635	0.0227537687642279	0.440998696612864
"ENSMUSG00000099413"	168.480730417571	-0.350644918740576	0.22494740881005	-1.55878620960985	0.119046989233283	0.690850998845745
"ENSMUSG00000018417"	386.352994115575	-0.42982857003792	0.234833161477935	-1.83035720906183	0.067196541921982	0.59303802472892
"ENSMUSG00000072324"	7.38271881049622	-2.83734488876326	1.49012914797975	-1.90409327447221	0.056898037473209	0.560355559097011
"ENSMUSG00000062939"	4.95607455420155	-1.05449376457613	1.11064040726272	-0.949446605472454	0.342393516312829	0.872465928609732
"ENSMUSG00000026104"	270.639671849542	-0.118935356508042	0.207132827891069	-0.574198487603282	0.565833492649065	0.941936351223145
"ENSMUSG00000026103"	6363.89055397526	-0.12703658528698	0.107130370306401	-1.18581299517257	0.235696158383559	0.812526847713852
"ENSMUSG00000002881"	991.423956673392	-0.0402156777195402	0.127601354056112	-0.315166543623477	0.752635206366623	0.972727617758209
"ENSMUSG00000043015"	77.2637294673614	-0.153810803875643	0.309095720431546	-0.497615443076658	0.618755116823469	0.953801211395718
"ENSMUSG00000041439"	822.079951858683	0.000792162329768983	0.131402239721491	0.00602852988996217	0.995189958211841	0.999654322577527
"ENSMUSG00000026102"	264.883052519421	-0.0588588011203681	0.162818540928942	-0.36149937706453	0.717726170573857	0.969473221174344
"ENSMUSG00000041426"	1450.08536545197	-0.225625303770716	0.151079081735443	-1.49342517295552	0.135325927682449	0.711473753558589
"ENSMUSG00000043629"	54.0578840345186	0.114162610555081	0.404840235137506	0.281994230430939	0.777947934303773	0.973805135305341
"ENSMUSG00000026098"	94.5520964922981	-0.257384256071048	0.244255095725889	-1.05375183803695	0.291996548892301	0.842421295847958
"ENSMUSG00000026097"	252.658183707606	-0.244108726829082	0.160981706644192	-1.51637556786884	0.129424413351788	0.705900827422787
"ENSMUSG00000026096"	424.756202473921	-0.167613569456015	0.150601946960331	-1.11295752039756	0.265726674137505	0.830238722536919
"ENSMUSG00000026095"	158.659752282331	-0.00827167704992501	0.237647409932014	-0.0348065104193283	0.972234029214809	0.996226742083441
"ENSMUSG00000026094"	168.105306179608	-0.413924793644543	0.224882889355328	-1.84062377903068	0.06567671059857	0.588369244611462
"ENSMUSG00000042807"	219.116795569009	-0.58899051049077	0.250174163365695	-2.35432189546211	0.0185565339417522	0.415030375461358
"ENSMUSG00000041303"	475.508221860835	-0.191312111928468	0.140785444342526	-1.35889127474722	0.174181044118316	0.765949529620035
"ENSMUSG00000073678"	766.605233836218	-0.525472416853676	0.234543142267577	-2.24040836058295	0.025064424008098	0.455029021965492
"ENSMUSG00000052331"	456.116230695818	-0.234605287264824	0.170612227983537	-1.375078973164	0.16910696241384	0.761075429858354
"ENSMUSG00000025982"	5116.85753469739	-0.1199659357221	0.0944129989686986	-1.27065062049213	0.203852969873366	0.791413135214057
"ENSMUSG00000103030"	13.7918161751572	0.259172742817153	0.659806394088663	0.392801199168625	0.694466318907985	0.96705568425136
"ENSMUSG00000025981"	835.380798937343	-0.0232027926722979	0.133619531790712	-0.173648211166018	0.862141940527201	0.983723163070748
"ENSMUSG00000101122"	24.0499240259793	0.785324526105512	0.465689927981788	1.68636785749041	0.0917249684027325	0.650821169449217
"ENSMUSG00000025980"	8801.65638236805	-0.111555404364077	0.104138908980561	-1.07121733323421	0.284071719676871	0.837668111308981
"ENSMUSG00000073676"	1072.10727548247	-0.0015122388181998	0.257633589317186	-0.0058697269335405	0.995316662396662	0.999654322577527
"ENSMUSG00000025979"	934.039420090885	-0.220978623280183	0.138557090466659	-1.59485611696903	0.110744414704974	0.67615035024241
"ENSMUSG00000025978"	78.8673393643768	-0.399548894038281	0.312921428124044	-1.27683456014363	0.20166066137315	0.78998988565986
"ENSMUSG00000097649"	9.447503615966	-0.274646517302927	0.809990735300957	-0.339073652738609	0.734554246035723	0.97241061420296
